25.137793	121.51495	1
25.057854	121.52409	2
25.137163	121.50544	1
25.039248	121.56741	3
25.052057	121.52831	2
25.05203	121.54097	2
25.058155	121.52451	2
25.037867	121.56796	3
25.04892	121.53329	2
25.06592	121.52569	2
25.13717	121.5122	1
25.056469	121.532776	2
25.05494	121.52591	2
25.134659	121.507195	1
25.059462	121.53338	2
25.13782	121.51026	1
25.068357	121.52553	2
25.052166	121.541115	2
25.04089	121.57295	3
25.056581	121.52313	2
25.044691	121.53747	2
25.13603	121.50548	1
25.137833	121.5105	1
25.052748	121.52155	2
25.032806	121.5633	3
25.04975	121.52476	2
25.13754	121.51371	1
25.048325	121.540405	2
25.13626	121.50733	1
25.05272	121.53703	2
25.04794	121.53625	2
25.04994	121.52433	2
25.049465	121.524605	2
25.1366	121.51303	1
25.050962	121.53149	2
25.05783	121.52226	2
25.06112	121.52572	2
25.05493	121.52626	2
25.053652	121.52775	2
25.05774	121.52554	2
25.0809	121.56158	4
25.084333	121.5585	4
25.062944	121.52334	2
25.06506	121.53179	2
25.06536	121.52685	2
25.05207	121.52508	2
25.057611	121.52377	2
25.05224	121.53597	2
25.06586	121.52431	2
25.050827	121.52359	2
25.059544	121.544	2
25.04817	121.54311	2
25.055792	121.52299	2
25.044977	121.5615	3
25.080334	121.55896	4
25.05179	121.53758	2
25.06323	121.52265	2
25.05015	121.52573	2
25.062925	121.52455	2
25.06035	121.5238	2
25.05185	121.55239	2
25.055502	121.52533	2
25.137383	121.50881	1
25.05874	121.53717	2
25.13821	121.5026	1
25.080334	121.55896	4
25.05784	121.53752	2
25.063555	121.52007	2
25.03298	121.55913	3
25.042774	121.567696	3
25.050898	121.533325	2
25.05728	121.52305	2
25.03314	121.55813	3
25.0502	121.52546	2
25.0672	121.53338	2
25.079975	121.56104	4
25.05434	121.52606	2
25.02918	121.55725	3
25.06817	121.52578	2
25.13076	121.49917	1
25.053928	121.53905	2
25.04653	121.57789	3
25.13936	121.50602	1
25.114	121.514336	0
25.0649	121.52682	2
25.06367	121.52419	2
25.051096	121.52517	2
25.136951	121.511	1
25.1368	121.50934	1
25.05196	121.53208	2
25.01768	121.55796	0
25.13825	121.50455	1
25.06061	121.53339	2
25.048027	121.52942	2
25.03564	121.56262	3
25.0785	121.526	0
25.054157	121.52435	2
25.040604	121.56546	3
25.05372	121.52277	2
25.062574	121.52999	2
25.05724	121.52553	2
